doi,location,geocode,latitude,longitude
10.1038/s41598-021-82321-1,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1029/2019GL085395,Bangladesh,বাংলাদেশ,23.5031022,90.00386524
10.1038/s41598-021-89972-0,New York City,"New York, United States",40.7127281,-74.0060152
10.3390/atmos12020252,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1088/2515-7620/ab4a8a,Multi,"Multi, Pio XII, Chimbacalle, Quito, Pichincha, 170121, Ecuador",-0.2428667,-78.5099157
10.1093/jpe/rtx021,China,中国,35.000074,104.999927
10.1016/j.ecolmodel.2016.07.016,the United States,"The Summit, Guadalupe County, Texas, United States",29.6330078,-97.98859404
10.1038/s41893-020-0557-y,China,中国,35.000074,104.999927
10.1016/j.agrformet.2019.107832,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.agrformet.2019.107703,Southwestern China,"China Cove, Municipality of Northern Bruce Peninsula, Bruce County, Southwestern Ontario, Ontario, N0H 2R0, Canada",45.248476,-81.6937296
10.3390/rs13010058,China,中国,35.000074,104.999927
10.1016/j.agee.2017.11.023,Australia,Australia,-24.7761086,134.755
10.1111/gcb.13376,Midwest,"Midwest, Natrona County, Wyoming, 82643, United States",43.411391,-106.280075
10.1007/s10021-012-9550-2,USA,United States,39.7837304,-100.445882
10.1029/2018JD029945,East Asia,"East Asia, Dapitan Street, Barangay 6, Zone 2, District 1, Pasay, Southern Manila District, Metro Manila, 1305, Philippines",14.5546203,120.9893544
10.3390/rs10111787,the Eastern South America,"Climbing South America, Route to the summit, La Paz, Pedro Domingo Murillo, La Paz, Bolivia",-16.2874523,-68.1294647
10.1890/07-0712.1,Montana,"Montana, United States",47.3752671,-109.638757
10.1038/sdata.2016.48,North America,North America,51.0000002,-109
10.3390/rs12071082,China,中国,35.000074,104.999927
10.1007/s00704-020-03313-1,Netherlands,Nederland,52.15517,5.38721
10.1088/1748-9326/9/6/064004,US,United States,39.7837304,-100.445882
10.3390/rs13030523,China,中国,35.000074,104.999927
10.3390/rs13081580,China,中国,35.000074,104.999927
10.1109/Jstars.2021.3051422,Iran,ایران,32.6475314,54.5643516
10.1080/10106049.2020.1750062,Europe,أوروبا,51,10
10.3390/rs13040732,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1029/2020EA001267,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1007/698_2020_481,Montenegro,Crna Gora / Црна Гора,42.9868853,19.5180992
10.1016/j.quaint.2020.05.024,Beas,"Beas, El Condado, Huelva, Andalucía, España",37.4254522,-6.7916123
10.1016/j.quaint.2021.01.029,Ganga,"Ganga, 249304, India",25.7240512,84.1137187
10.1080/10106049.2020.1750060,Kurdistan,"استان کردستان, ایران",35.672803,47.0124376
10.3390/hydrology7040087,Morocco,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482
10.1038/s41467-020-19158-1,China,中国,35.000074,104.999927
10.1371/journal.pone.0178267,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1371/journal.pntd.0005767,Métras,"Метряс, Кувандыкский городской округ, Оренбургская область, Приволжский федеральный округ, Россия",51.5914011,57.4122808
10.1002/2017JD027443,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.5194/acp-21-4381-2021,Europe,أوروبا,51,10
10.3390/su13042089,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1016/j.ecolind.2021.107404,Kunlun Mountains,"Kunlun Mountains, 东汝乡, 日土县, 阿里地区-日喀则市边界, 西藏自治区, 中国",35.31,80.97
10.1080/15481603.2020.1794395,China,中国,35.000074,104.999927
10.1038/s41598-020-63701-5,North America,North America,51.0000002,-109
10.1002/joc.5515,China,中国,35.000074,104.999927
10.1007/s10661-021-09126-7,Amathole District Municipality,"Amathole District Municipality, Eastern Cape, South Africa",-32.6414,27.2369193
10.1016/j.jenvman.2021.112028,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1016/j.jhydrol.2020.125283,Yangtze river,"长江, 443002, 中国",30.5641456,114.2917049
10.1007/s11356-019-06629-2,China,中国,35.000074,104.999927
10.3390/rs13081478,Romania,România,45.9852129,24.6859225
10.1007/s10661-019-7620-z,Kazakhstan,Қазақстан,47.2286086,65.2093197
10.5194/nhess-21-995-2021,El Niño,"El Niño, Mula, Río Mula, Región de Murcia, 30194, España",38.0463648,-1.5267412
10.3390/f9020091,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.3390/RS12182944,Poland,Polska,52.215933,19.134422
10.1007/s00704-021-03609-w,China,中国,35.000074,104.999927
10.1016/j.agwat.2020.106636,Northeast,"Đông Bắc, Việt Nam",21.91253095,106.038266
10.1109/jstars.2019.2953955,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1016/j.jenvman.2014.12.040,India,India,22.3511148,78.6677428
10.1139/x2012-012,Canada,Canada,61.0666922,-107.991707
10.1016/j.foreco.2018.11.044,South America,South America,-21.0002179,-61.0006565
10.3390/rs12060980,South Fork,"South Fork, Mendocino County, California, United States",39.4260015,-123.727236
10.3390/rs11151772,the OMI AI,"彦根近江八幡線;愛知川橋, 新海浜二丁目, 彦根市, 滋賀県, 日本",35.2133,136.1227842
10.3390/ijerph16183452,0.01/10a,"10A, Tisens - Tesimo, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39010, Italia",46.5442496,11.1057786
10.3390/rs13020175,Siberia,"Сибирь, Богучанский район, Красноярский край, Сибирский федеральный округ, Россия",60,100
10.3390/rs13040574,NM,"New Mexico, United States",34.5708167,-105.993007
10.1029/2019GL084395,Southern Cascadia,"South Cascadia Creek Street, Southern Highlands, Enterprise, Clark County, Nevada, 89141, United States",36.0060347,-115.2193296
10.1007/s10113-016-1068-2,India,India,22.3511148,78.6677428
10.1007/s10661-019-7681-z,India,India,22.3511148,78.6677428
10.1016/j.agwat.2019.105727,USA,United States,39.7837304,-100.445882
10.1080/15481603.2020.1835080,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1007/s11356-020-08556-z,China,中国,35.000074,104.999927
10.5194/angeo-38-231-2020,the South China Sea,"South China Sea, Tuba, Benguet, Cordillera Administrative Region, 2603, Philippines",16.3818126,120.5656448
10.3390/rs13030524,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.5194/gmd-13-3383-2020,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1029/2019WR025055,Australia,Australia,-24.7761086,134.755
10.1002/2014wr016169,Valley,"Valley County, Nebraska, United States",41.5595723,-98.9805484
10.1002/eco.1853,South America,South America,-21.0002179,-61.0006565
10.1002/hyp.13911,Colorado River,"Colorado River, La Paz County, Arizona, United States",33.58648635,-114.5421642
10.1007/s10021-014-9808-y,Intermountain,"Intermountain, 3240, Dredge Drive, Custer, Helena, Lewis and Clark County, Montana, 59602, United States",46.61959975,-112.0234764
10.1371/journal.pone.0002034,Lake Michigan,"Lake Michigan, 54235, United States",43.85544805,-87.08197545
10.1038/s41598-020-57679-3,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1007/s10661-019-7431-2,Bahia,"Bahia, Região Nordeste, Brasil",-12.285251,-41.9294776
10.1007/s10021-004-0135-6,Wind River,"Wind River, Wyoming, 82513, United States",43.2481903,-109.0205068
10.1134/s0965544117020104,Western Siberia,"Siberia, Ora Banda, City Of Kalgoorlie-Boulder, Western Australia, Australia",-30.2322232,120.9509392
10.1029/2019JC015128,the Mediterranean Sea,"البحر الابيض المتوسط, الطريق الساحلي, سرت, ليبيا",31.27717,16.020182
10.3390/rs12244126,the Eastern Municipal Water District,"pat the baker, Water Lane, Granard, Granard Municipal District, County Longford, Leinster, Éire / Ireland",53.7775251,-7.4987273
10.1023/B:CLIM.0000024672.41571.ba,North Atlantic,"North Atlantic, 230, Route 230, Bonavista, Newfoundland, Newfoundland and Labrador, A0C 1B0, Canada",48.64154835,-53.10331969
10.1016/j.dib.2020.106645,Germany,Deutschland,51.0834196,10.4234469
10.1016/S0168-1923(02)00105-3,Boulder,"Boulder, Boulder County, Colorado, 80306, United States",40.0149856,-105.270545
10.1029/2018GL081605,Arabian Sea,بحر العرب,12.4368188,63.00251598
10.1007/s13762-020-03057-5,the United Arab Emirates,"Consulate General of the United Arab Emirates, 1999, Avenue of the Stars, Century City, Los Angeles, Los Angeles County, California, 90067, United States",34.0587415,-118.41651
10.1007/s40808-020-00914-7,Nan River,"แม่น้ำน่าน, 65180, ประเทศไทย",17.7185514,100.5103951
10.1007/s00484-012-0630-y,Anopheles,"Anopheles Creek, West Daly Region, Northern Territory, Australia",-14.420145,129.972407
10.1080/15481603.2021.1877008,Akaike,"赤池, 赤池中央通り（歩道）, 赤池一丁目, 日進市, 愛知県, 470-0126, 日本",35.1210867,137.0181745
10.1016/j.geoderma.2020.114901,Iran,ایران,32.6475314,54.5643516
10.1088/1757-899X/615/1/012060,Indonesia,Indonesia,-2.4833826,117.8902853
10.3390/s20041225,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.3390/ijerph16214245,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.3390/atmos12020187,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1088/1748-9326/ab051e,Indonesia,Indonesia,-2.4833826,117.8902853
10.1029/2019gl082457,Antarctic sea,"Terres australes et antarctiques françaises, France",-49.23744195,69.62275904
10.1088/1748-9326/aab540,US,United States,39.7837304,-100.445882
10.5194/acp-20-9153-2020,South China Sea,South China Sea,15.0000001,114.9999999
10.1007/s11069-020-04198-z,Wuhan,"中百罗森, 沿江大道, 一元街道, 江岸区, 江汉区, 武汉市, 湖北省, 230060, 中国",30.5951051,114.2999353
10.1109/LGRS.2007.905120,Canada,Canada,61.0666922,-107.991707
10.3390/f9070377,US,United States,39.7837304,-100.445882
10.1186/s13021-015-0022-9,Oregon,"Oregon, United States",43.9792797,-120.737257
10.1016/j.foreco.2017.11.037,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.3390/land9120480,China,中国,35.000074,104.999927
10.1002/eco.2126,Amazonia,"Amazon basin, Caapiranga, Região Geográfica Imediata de Manacapuru, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil",-3,-62
10.3390/f10100887,Lantern Mountain,"Green Lantern, Magic Mountain Parkway, Entrada South, Valencia, Santa Clarita, Los Angeles County, California, 91355, United States",34.4255438,-118.5999364
10.1002/jwmg.21500,North America,North America,51.0000002,-109
10.1016/j.ecohyd.2021.02.004,Romania,România,45.9852129,24.6859225
10.1016/j.envsoft.2013.09.020,United States,United States,39.7837304,-100.445882
10.1186/s13021-020-00138-3,Germany,Deutschland,51.0834196,10.4234469
10.15244/pjoes/122839,China,中国,35.000074,104.999927
10.3354/meps11286,Hawaii,"Hawaii, United States",19.5938015,-155.4283701
10.1038/s41598-020-74804-4,United States,United States,39.7837304,-100.445882
10.1109/JSTARS.2013.2259471,Mexico,México,23.553557,-102.2675158
10.5194/acp-19-3747-2019,OA,"Oa, Xavestre, Trazo, Ordes, A Coruña, Galicia, España",43.0008284,-8.5932228
10.1016/j.scitotenv.2018.09.331,the Po Valley,"The Gardens Mall, Medan Syed Putra Selatan, Seputeh, Kuala Lumpur, 59200, Malaysia",3.11802555,101.6764899
10.1016/j.asr.2019.05.009,China,中国,35.000074,104.999927
10.1016/j.envpol.2005.08.059,USA,United States,39.7837304,-100.445882
10.1029/2018JG004677,the Pacific Basin,"Pan Pacific Retention Basin Control House, The Grove Drive, The Grove, Fairfax, Los Angeles, Los Angeles County, California, 90036, United States",34.0739947,-118.3561951
10.1146/annurev-marine-010213-135026,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3390/e21040385,PE,Perú,-6.8699697,-75.0458515
10.5194/acp-11-12437-2011,East Asia,"East Asia, Dapitan Street, Barangay 6, Zone 2, District 1, Pasay, Southern Manila District, Metro Manila, 1305, Philippines",14.5546203,120.9893544
10.1038/s41467-018-04687-7,Africa,Africa,11.5024338,17.7578122
10.3390/s8085069,China,中国,35.000074,104.999927
10.1016/j.atmosres.2019.07.001,India,India,22.3511148,78.6677428
10.1016/j.agrformet.2011.03.004,Turkey,Türkiye,38.9597594,34.9249653
10.1126/sciadv.1600936,Amazonia,"Amazon basin, Caapiranga, Região Geográfica Imediata de Manacapuru, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil",-3,-62
10.1016/S0168-1923(02)00109-0,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1002/wsb.728,Wyoming,"Wyoming, United States",43.1700264,-107.568534
10.3390/en14133878,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1007/s00484-021-02153-6,India,India,22.3511148,78.6677428
10.1029/2018WR023995,the Northern Great Plains,"The Education Centre, New Norcia Road, New Norcia, Shire Of Victoria Plains, Western Australia, Australia",-30.96913,116.2157936
10.1111/gcb.15061,Yellow Sea,Yellow Sea,36.0000002,123.9999998
10.1016/j.envint.2020.106143,wildfire,"Wildfire, Shoalhaven City Council, New South Wales, Australia",-34.7336779,150.6599827
10.3390/geosciences10110437,South America,South America,-21.0002179,-61.0006565
10.5593/sgem2018/2.1/S07.043,the Pacific Ocean,"The Beach House Restaurant at Lovers Point, Ocean View Boulevard, Pacific Grove Acres, Pacific Grove, Monterey County, California, 93950-2424, United States",36.6254702,-121.9169366
10.1016/j.agrformet.2020.107957,Northeast,"Đông Bắc, Việt Nam",21.91253095,106.038266
10.1016/j.enpol.2013.11.038,the Inner Mongolia Autonomous Region,"The People's Bank of China, 民建大街, 桥东街道办, 集宁区, 乌兰察布市, 内蒙古自治区, 012000, 中国",41.0306795,113.1025329
10.3390/rs13010075,South America,South America,-21.0002179,-61.0006565
10.1111/fog.12192,Mauritania,موريتانيا,20.2540382,-9.2399263
10.1038/s41437-020-0352-6,New Mexico,"New Mexico, United States",34.5708167,-105.993007
10.1007/s12524-021-01343-4,India,India,22.3511148,78.6677428
10.1016/j.jclepro.2021.125806,Pakistan,پاکستان,30.3308401,71.247499
10.1038/s41598-020-73579-y,Bass Strait,Bass Strait,-39.4730144,145.2623668
10.1016/j.fishres.2014.07.017,the Pacific Ocean,"The Beach House Restaurant at Lovers Point, Ocean View Boulevard, Pacific Grove Acres, Pacific Grove, Monterey County, California, 93950-2424, United States",36.6254702,-121.9169366
10.1023/A:1019005510316,USA,United States,39.7837304,-100.445882
10.1016/j.parepi.2019.e00116,Mexico,México,23.553557,-102.2675158
10.1371/journal.pntd.0009338,Africa,Africa,11.5024338,17.7578122
10.1186/s12862-017-1025-9,Santa Cruz Island,"Santa Cruz Island, Santa Barbara County, California, United States",34.0184636,-119.7751009
10.1016/j.atmosenv.2018.11.044,Shandong,"山东省, 中国",36.0000001,118.9999999
10.1175/MWR-D-20-0262.1,the Java Sea,"Java, Boa Esperança do Sul, Região Imediata de Araraquara, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil",-21.9389032,-48.3777419
10.1029/2020JD033969,Africa,Africa,11.5024338,17.7578122
10.1007/s00343-015-4282-8,the Indian Ocean,"The Indian Ocean, 4, High Street, Histon, South Cambridgeshire, Cambridgeshire, East of England, England, CB24 9JE, United Kingdom",52.2530804,0.1048979146
10.4995/raet.2020.13632,Iberian Peninsula,"Iberia, España",39.8952029,-4.498363047
10.5194/acp-15-7685-2015,United States,United States,39.7837304,-100.445882
10.1029/2004jd005347,Africa,Africa,11.5024338,17.7578122
10.1016/j.atmosres.2015.09.012,Mt. Everest,"珠穆朗玛峰/सगरमाथा, Khumjung, Khumbupasanglahmu, सोलुखुम्बु, Province #1, नेपाल",27.9882393,86.925017
10.1088/1748-9326/abf0d0,Asia,Asia,51.2086975,89.2343748
10.13209/j.0479-8023.2015.088,Jingzhou,"荆州市, 湖北省, 434000, 中国",30.3375134,112.2337792
10.3390/rs13020212,Asia,Asia,51.2086975,89.2343748
10.5194/acp-14-5807-2014,Asia,Asia,51.2086975,89.2343748
10.1109/jstars.2015.2464097,the Brazilian State,"Brazilian, Clallam County, Washington, 98363, United States",48.08441,-123.527458
